"Age","G","GS","GF","CG","IBB","IP","BF","SHO","SV","H","R","ER","BK","WP","score"
-0.124948027019424,-0.502973259235481,0.579258992442045,-0.499586646725195,-0.15752083196445,0.363518678153021,0.289518415580229,0.27147958597755,-0.154307212841205,-0.143441262855349,0.308007924341491,0.403321900017265,0.365070905193597,-0.397223045095159,-0.974632566535164,-0.203674935479125
1.02470781408155,-0.502973259235481,1.26083361602306,-0.724652459640108,5.32164972852871,-0.693288502291835,0.990889276569912,1.01418357116288,6.46547221804649,-0.349546996130813,1.32113779457779,1.19164746265319,1.0092864995524,-0.397223045095159,-0.119032748568003,-0.181743971504481
-0.699775947569911,-0.718189225934086,-0.686522451351265,-0.274520833810281,-0.15752083196445,0.0112496180047354,-0.883570900588355,-0.912468036664833,-0.154307212841205,-0.349546996130813,-0.967785245585695,-0.926011401682528,-0.923360283524,-0.397223045095159,-0.974632566535164,-0.229943295381231
-0.699775947569911,-0.44916926756083,0.481891189073329,-0.387053740267738,-0.15752083196445,0.363518678153021,0.328828286845138,0.37758015528974,-0.154307212841205,-0.349546996130813,0.555661892621475,0.913414911134628,1.0092864995524,1.73911652463936,0.736567069399158,-0.347110566409185
-0.412361987294668,0.250282624209636,-0.686522451351265,-0.499586646725195,-0.15752083196445,-0.693288502291835,-0.666332138334914,-0.64805868139477,-0.154307212841205,-0.349546996130813,-0.66009395166208,-0.61686412221746,-0.675585054924462,-0.397223045095159,-0.119032748568003,0.0620506302327853
-0.699775947569911,-0.69128723009676,-0.686522451351265,-0.105721474124096,-0.15752083196445,-0.693288502291835,-0.874777903068573,-0.875417044206607,-0.154307212841205,-0.349546996130813,-0.87397692426752,-1.01102690353542,-0.972915329243908,-0.397223045095159,0.308767160415577,-0.304169678842331
-1.2746038681204,-0.771993217608737,0.384523385704613,-0.387053740267738,-0.15752083196445,-0.693288502291835,-0.0663393663968369,-0.00640285745914029,-0.154307212841205,-0.349546996130813,-0.0747300266366646,0.0323451646591832,-0.0809245062855709,-0.397223045095159,-0.546832657551584,-0.332793577583521
-0.699775947569911,0.680714557606846,-0.589154647982549,0.0630778855620897,-0.15752083196445,-0.693288502291835,-0.22978567323514,-0.279232892833345,-0.154307212841205,-0.349546996130813,-0.434953980498458,-0.477747846458179,-0.427809826324924,1.73911652463936,-0.119032748568003,0.0496332955563879
1.59953573463204,-1.17014275600116,0.0534728542509779,-0.724652459640108,-0.15752083196445,0.574880114241992,-0.594333005702344,-0.481329215332756,-0.154307212841205,-0.349546996130813,-0.119758020869389,0.356949808097505,0.325426868617672,-0.397223045095159,-0.204592730364719,-0.993958149742611
1.88694969490728,2.02581434947313,-0.686522451351265,0.40067660493446,-0.15752083196445,0.363518678153021,-0.0435810198750477,-0.0720841622714488,-0.154307212841205,-0.143441262855349,-0.119758020869389,-0.153143203019858,-0.180034597725386,3.87545609437387,-0.546832657551584,1.18303434406572
-0.699775947569911,0.573106574257544,-0.686522451351265,0.175610792019546,-0.15752083196445,-0.693288502291835,-0.355991049401426,-0.395438278270506,-0.154307212841205,-0.349546996130813,-0.77266393724389,-0.802352489896501,-0.824250192084185,-0.397223045095159,1.16436697838274,1.34396861987079
-0.699775947569911,1.11114649100406,-0.686522451351265,0.513209511391917,-0.15752083196445,0.363518678153021,-0.167717455448443,-0.223656404146007,-0.154307212841205,-0.143441262855349,-0.367411989149372,-0.52411993837794,-0.427809826324924,1.73911652463936,0.308767160415577,0.869422604790247
1.02470781408155,1.91820636612382,-0.686522451351265,3.43906507928579,-0.15752083196445,3.53394021948759,0.0577970691765583,-0.0872413864589047,-0.154307212841205,3.77256766937848,-0.547523966080269,-0.385003662618659,-0.378254780605016,-0.397223045095159,-0.546832657551584,0.494115468617019
0.737293853806306,-0.341561284211527,1.45556922276049,-0.724652459640108,-0.15752083196445,-0.693288502291835,1.09433630621441,1.14049377272502,-0.154307212841205,-0.349546996130813,1.02845583206508,1.23801955457295,1.40572686531166,-0.397223045095159,0.308767160415577,-0.540089721941225
